流水號,文字記錄,配置,刺殺,分類,日期時間,場次,頁碼,note,玩1,玩2,玩3,玩4,玩5,玩6,玩7,玩8,玩9,玩0,結果,第一局成功失敗,第二局成功失敗,第三局成功失敗,第四局成功失敗,第五局成功失敗,第一局,第二局,第三局,第四局,第五局,組成,強人,戳人,局勢,首湖,二湖,三湖,首湖玩家,二湖玩家,三湖玩家,角1,角4,角5,角0,2025-01-01 00:00:00,派5,派0,外灑
1922,"178
270
358
568 4+
158
ooo
1568 1-7+
1458 7+
1458 7+
1458 2679+
ooox
0>5 o
1580
1590
2580 8-
3456 5-
4568
oooo
5>8 o
34568 79+
ooooo",910743,3.0,線瓦,2025-08-04 00:00:00,5,,,菜,小向,fancy,HAO,Sin,亞可,池,尼克,黑羊,轆,三藍死,ooo,ooox,oooo,ooooo,,藍,紅,藍,藍,,"菜, 小向, FANCY, HAO, SIN, 亞可, 池, 尼克, 黑羊, 轆",4,1,藍紅藍藍,0>5,5>8,,德,忠,忠,娜,派,忠,德,178,N,N,N
1923,"147
489 2+
350
457
145
oxx
6890 9-
6789
2678 5+
2790
2790
ooox
0>2 o
1236 2-
2368 6-50+
2368 15790+
ooox",357460,,線瓦,2025-08-06 00:00:00,1,,,HAO,尼克,亞可,fancy,黑羊,菜,JOY,小向,池,Sin,三紅,oxx,ooox,ooox,,,紅,紅,紅,,,"HAO, 尼克, 亞可, FANCY, 黑羊, 菜, JOY, 小向, 池, SIN",4,1,紅紅紅,0>2,,,梅,忠,,忠,奧,娜,梅,147,N,N,N
1924,"149
246
345
478
458
ooo
4568
1679
4580 7+
4589 7+
4580
ooox
0>8 o
1268
1268 8-
2468
4568 7+
4568
ooox
8>5 x
12680 0-
16780 680-
14680 7+
ooooo
5>1 o
14689 1468-5+
14680 48-579+
oooox",971532,,線瓦,2025-08-06 00:00:00,2,,,亞可,Sin,fancy,HAO,尼克,JOY,池,菜,小向,黑羊,三紅,ooo,ooox,ooox,ooooo,oooox,藍,紅,紅,藍,紅,"亞可, SIN, FANCY, HAO, 尼克, JOY, 池, 菜, 小向, 黑羊",4,1,藍紅紅藍紅,0>8,8>5,5>1,忠,忠,奧,德,忠,奧,忠,149,N,N,N
1925,"137
234
489 3+
246
245
ooo
2456 1+
3478 4-
2458
2459
2450
ooox
0>4 x
1256 2-
2489
3689 6-
2458 1+
2458
oooo
4>5 o
24568 19+
ooooo",703128,5.0,線瓦,2025-08-06 00:00:00,3,,,池,菜,小向,HAO,Sin,黑羊,尼克,亞可,JOY,fancy,三藍活,ooo,ooox,oooo,ooooo,,藍,紅,藍,藍,,"池, 菜, 小向, HAO, SIN, 黑羊, 尼克, 亞可, JOY, FANCY",4,1,藍紅藍藍,0>4,4>5,,娜,忠,忠,奧,忠,忠,娜,137,N,N,N
1926,"190
249
368
480
259
ooo
2569
2579
2459 18+
oooo
0>2 o
2459 36780+
oooo",138795,5.0,線瓦,2025-08-06 00:00:00,4,,,菜,軒,JOY,尼克,Sin,HAO,亞可,池,小向,fancy,三藍死,ooo,oooo,oooo,,,藍,藍,藍,,,"菜, 軒, JOY, 尼克, SIN, HAO, 亞可, 池, 小向, FANCY",4,2,藍藍藍,0>2,,,忠,忠,,刺,忠,梅,忠,190,N,Y,N
1927,"147
258
350
568 4+
456
ooo
4568
4567 6-
4568 7+
4569 7+
4560
ooox
0>6 o
1467 6-
2456
3568
2468 7+
3568
ooox
6>2 o
24689 7+
oooxx",897521,,線瓦,2025-08-06 00:00:00,5,,,fancy,JOY,尼克,HAO,池,菜,軒,小向,Sin,亞可,三紅,ooo,ooox,ooox,oooxx,,藍,紅,紅,紅,,"FANCY, JOY, 尼克, HAO, 池, 菜, 軒, 小向, SIN, 亞可",4,2,藍紅紅紅,0>6,6>2,,忠,忠,派,梅,忠,奧,忠,147,N,N,N
1928,"179
270
357
240
579
ooo
2460 4-
1579 2+
5789
1579 8+
4680
oooo
0>4 o
4680 123579+
oooo",271596,9.0,線瓦,2025-08-06 00:00:00,6,,,Sin,池,亞可,fancy,JOY,菜,尼克,軒,小向,HAO,三藍活,ooo,oooo,oooo,,,藍,藍,藍,,,"SIN, 池, 亞可, FANCY, JOY, 菜, 尼克, 軒, 小向, HAO",4,2,藍藍藍,0>4,,,忠,忠,,德,忠,奧,忠,179,N,N,N
1929,"168
278
359
457
257
oox
4670
4670
2480 4-
3459 3-
4670
oooo
0>4 o
4670 12389+
oooo
4>6 o
24670 467-1389+
oooox",231840,6.0,線瓦,2025-08-06 00:00:00,7,,,Sin,尼克,池,HAO,fancy,亞可,菜,軒,JOY,小向,三藍活,oox,oooo,oooo,oooox,,紅,藍,藍,藍,,"SIN, 尼克, 池, HAO, FANCY, 亞可, 菜, 軒, JOY, 小向",4,2,紅藍藍藍,0>4,4>6,,梅,派,忠,德,派,忠,梅,168,N,N,N
1930,"189
247
340 4-9+
270 49+
158
oxx
2670 0-
2790
4890 490-
4790 6+
4790
ooox
0>4 x
1679 9-8+
2390 3-8+
2379 50+
oooo
4>5 ?
23579 379-48+
26790 2790-8+
23790 58+
ooooo
5>6 x
23790
ooooo",684152,2.0,線瓦,2025-08-06 00:00:00,8,,,Sin,小向,轆,池,尼克,亞可,HAO,黑羊,菜,JOY,三藍死,oxx,ooox,oooo,ooooo,ooooo,紅,紅,藍,藍,藍,"SIN, 小向, 轆, 池, 尼克, 亞可, HAO, 黑羊, 菜, JOY",4,1,紅紅藍藍藍,0>4,4>5,5>6,忠,德,派,奧,德,派,忠,189,N,N,N
1931,"168
239 3-
138
456
358
ooo
1358 6+8-
3578
3589
3589
3580
ooox
0>9 o
1358
2579 0+
1358
1345
1358 0-
ooox
9>7 o
35678 5-
45678 45-
23578 16+2-
ooooo
7>2 x
35789 120+578-
34567 120+
ooooo",021976,6.0,線瓦,2025-08-07 00:00:00,1,,,黑羊,雪怪,豬豬,亞可,布冬,轆,菜,JOY,尼克,HAO,三藍死,ooo,ooox,ooox,ooooo,ooooo,藍,紅,紅,藍,藍,"黑羊, 雪怪, 豬豬, 亞可, 布冬, 轆, 菜, JOY, 尼克, HAO",3,2,藍紅紅藍藍,0>9,9>7,7>2,刺,奧,派,德,忠,忠,刺,168,N,N,N
1932,"128 3+
268
239
140
258
oxx
6790
4670
6780 7-
1679 3+
4790
ooox
0>3 x
1369 5+
1239
1379 2+
3479 268+
oooo
3>1 o
23479 5680+3-
ooooo
1>9 o
13479 25680+
ooooo",506823,3.0,線瓦,2025-08-07 00:00:00,2,,,JOY,黑羊,尼克,轆,豬豬,布冬,雪怪,亞可,洋蔥,菜,三藍死,oxx,ooox,oooo,ooooo,ooooo,紅,紅,藍,藍,藍,"JOY, 黑羊, 尼克, 轆, 豬豬, 布冬, 雪怪, 亞可, 洋蔥, 菜",3,2,紅紅藍藍藍,0>3,3>1,1>9,娜,梅,忠,忠,忠,刺,娜,128,N,N,N
1933,"138
260
378
147
145
oox
3689
4780
1780
1389 6+
4780
ooox
0>7 o
1389 56+
ooox",059736,,線瓦,2025-08-07 00:00:00,3,,,雪怪,豬豬,尼克,亞可,轆,洋蔥,JOY,黑羊,布冬,菜,三紅,oox,ooox,ooox,,,紅,紅,紅,,,"雪怪, 豬豬, 尼克, 亞可, 轆, 洋蔥, JOY, 黑羊, 布冬, 菜",3,2,紅紅紅,0>7,,,刺,奧,,忠,忠,娜,刺,138,N,N,N
1934,"489 1+
268
359
346 2+
580
ooo
4689
5780
5890
5890
1580
ooox
0>5 o
1589
2578
3456
3456
5890 6-
oooo
5>7 x
56890 1247+9-
ooooo",347125,5.0,線瓦,2025-08-07 00:00:00,4,,,豬豬,開司,菜,JOY,轆,雪怪,洋蔥,亞可,尼克,黑羊,三藍死,ooo,ooox,oooo,ooooo,,藍,紅,藍,藍,,"豬豬, 開司, 菜, JOY, 轆, 雪怪, 洋蔥, 亞可, 尼克, 黑羊",3,2,藍紅藍藍,0>5,5>7,,忠,梅,德,奧,娜,梅,忠,489,N,N,Y
1935,"126
279
370
347
156
ooo
1560
3470
1568
1569
1560
ooox
0>6 o
1569
1256
3569 6-
3456 56-
1569
ooox
6>8 o
56780 8-
56780 56-
45689 123+
ooooo
8>4 x
56890
56890
12568 2568-4+
25689 569-140+
13478
oxxxx",714368,,線瓦,2025-08-07 00:00:00,5,,,JOY,Sin,尼克,開司,菜,HAO,轆,雪怪,黑羊,亞可,三紅,ooo,ooox,ooox,ooooo,oxxxx,藍,紅,紅,藍,紅,"JOY, SIN, 尼克, 開司, 菜, HAO, 轆, 雪怪, 黑羊, 亞可",3,1,藍紅紅藍紅,0>6,6>8,8>4,忠,派,梅,娜,德,忠,忠,126,N,N,N
1936,"149
289
139
134
159
oox
2679
1270
1689
2690
2570
ooxx
0>5 x
1689 57+
ooox",576243,,線瓦,2025-08-08 00:00:00,1,,,池,fancy,發達,Sin,黑羊,Liang,轆,愚勇,黃某人,小向,三紅,oox,ooxx,ooox,,,紅,紅,紅,,,"池, FANCY, 發達, SIN, 黑羊, LIANG, 轆, 愚勇, 黃某人, 小向",3,3,紅紅紅,0>5,,,忠,刺,,忠,派,刺,忠,149,N,N,N
1937,"147
240
389
460
358 
ooo
1460
3578
1358
3589 7+
3580
ooxx
0>4 o
1467
2346
3479
2467 380+
oooo
4>6 o
24567 390+67-
oooox",915824,4.0,線瓦,2025-08-08 00:00:00,2,,,發達,愚勇,池,Sin,小向,Liang,黃某人,黑羊,轆,fancy,三藍死,ooo,ooxx,oooo,oooox,,藍,紅,藍,藍,,"發達, 愚勇, 池, SIN, 小向, LIANG, 黃某人, 黑羊, 轆, FANCY",3,3,藍紅藍藍,0>4,4>6,,忠,梅,忠,娜,梅,德,忠,147,N,N,N
1938,"136
290
369
245 8+
359
ooo
3569
3579 4+
3569 6-28+
3568 6-9+
3590
oooo
0>9 o
3590 124678+
oooo",174863,5.0,線瓦,2025-08-08 00:00:00,3,,,發達,Sin,池,轆,尼克,fancy,愚勇,Liang,小向,黑羊,三藍活,ooo,oooo,oooo,,,藍,藍,藍,,,"發達, SIN, 池, 轆, 尼克, FANCY, 愚勇, LIANG, 小向, 黑羊",3,2,藍藍藍,0>9,,,忠,忠,,刺,德,忠,忠,136,N,N,N
1939,"189
258
139
468
135
ooo
1356
1670
1358 4+
1359 3-
1350
oooo
0>5 o
1350 246789+
oooo",268403,1.0,線瓦,2025-08-08 00:00:00,4,,,愚勇,發達,池,黑羊,Liang,小向,尼克,轆,fancy,Sin,三藍活,ooo,oooo,oooo,,,藍,藍,藍,,,"愚勇, 發達, 池, 黑羊, LIANG, 小向, 尼克, 轆, FANCY, SIN",3,2,藍藍藍,0>5,,,派,忠,,忠,奧,忠,派,189,N,N,N
1940,"169 7+
246
346
460 3+
256
ooo
2569 4+
1267
2568
2569
3470 
ooxx
0>4 x
1267
1267
1267 3+
2569 40+6-
2569
oooo
4>9 o
12569 40+
oooxx
9>5 o
25789 0+8-
25789 0+
oooxx",059431,,線瓦,2025-08-08 00:00:00,5,,,Sin,Liang,小向,池,轆,軒,尼克,fancy,發達,愚勇,三紅,ooo,ooxx,oooo,oooxx,oooxx,藍,紅,藍,紅,紅,"SIN, LIANG, 小向, 池, 轆, 軒, 尼克, FANCY, 發達, 愚勇",3,3,藍紅藍紅紅,0>4,4>9,9>5,刺,奧,德,梅,奧,娜,刺,169,N,N,N
1941,"179 6+
179 2+
348
469
156
oox
4679
1789 1-
4678 46-
1790 1-
2790
ooox
0>5 o
1249 67+9-
2459 38+49-
1257 38+1257-
1459 378+
oooo
5>7 o
14579 23680+
ooooo
7>9 o
14579 23680+
ooooo",803671,1.0,線瓦,2025-08-09 00:00:00,1,,,菜,轆,洋蔥,黑羊,尼克,池,K810,黃某人,小向,豬豬,三藍死,oox,ooox,oooo,ooooo,ooooo,紅,紅,藍,藍,藍,"菜, 轆, 洋蔥, 黑羊, 尼克, 池, K810, 黃某人, 小向, 豬豬",3,4,紅紅藍藍藍,0>5,5>7,7>9,娜,忠,派,梅,忠,忠,娜,179,N,N,N
1942,"178
236
369
245
256
oxx
1379 6+3-
1789 2+
1789
1390 6+
1390
ooox
0>1 x
1347 34-
2780 780-
7890 3+
1245 67890+
xxxx",451238,,線瓦,2025-08-09 00:00:00,2,,,黃某人,Sin,小向,轆,尼克,池,K810,豬豬,菜,黑羊,三紅,oxx,ooox,xxxx,,,紅,紅,紅,,,"黃某人, SIN, 小向, 轆, 尼克, 池, K810, 豬豬, 菜, 黑羊",2,4,紅紅紅,0>1,,,忠,德,,德,刺,娜,忠,178,N,N,N
1943,"148
247
389
467
258
ooo
2568
2470
2589
2389
2890 5-
ooox
0>8 o
1268 8-
2358
2358 1+
4578 78-
2568
oooo
8>2 o
25678 349+
oooox",973456,6.0,線瓦,2025-08-09 00:00:00,3,,,小向,Sin,軒,轆,池,黑羊,K810,豬豬,尼克,菜,三藍死,ooo,ooox,oooo,oooox,,藍,紅,藍,藍,,"小向, SIN, 軒, 轆, 池, 黑羊, K810, 豬豬, 尼克, 菜",2,4,藍紅藍藍,0>8,8>2,,忠,忠,忠,忠,奧,派,忠,148,N,N,N
1944,"138
268
137
478 8-
568 0-
oox
1360
3478 8-
1890
1690
3470
oooo
0>3 o
3470 12689+
oooo
3>7 o
23470 1568+
oooox",168234,7.0,線瓦,2025-08-09 00:00:00,4,,,黑羊,尼克,Sin,豬豬,轆,軒,K810,菜,小向,池,三藍活,oox,oooo,oooo,oooox,,紅,藍,藍,藍,,"黑羊, 尼克, SIN, 豬豬, 轆, 軒, K810, 菜, 小向, 池",2,4,紅藍藍藍,0>3,3>7,,忠,派,忠,刺,梅,忠,忠,138,N,N,N
1945,"189
120
236
346
250
oox
2467
4780
1780
1279 7-
6780
oooo
0>8 x
1479 4-
2490 0-
3460 0-
3460 1279+
ooox
8>7 o
13456 346-
12469 9-
46790 69-
24679 2679- 18+
23690
ooooo
7>4 ?
46790 125+
oooox",214807,,線瓦,2025-08-09 00:00:00,5,,[4-5]23690 藍燈之後，7家發言說3是默德2是拇指要交牌。,豬豬,池,Sin,K810,軒,轆,黑羊,菜,尼克,小向,三紅,oox,oooo,ooox,ooooo,oooox,紅,藍,紅,藍,紅,"豬豬, 池, SIN, K810, 軒, 轆, 黑羊, 菜, 尼克, 小向",2,4,紅藍紅藍紅,0>8,8>7,7>4,派,奧,梅,娜,德,忠,派,189,N,N,N
1946,"478 1+
248
360
168 24+
156
oox
2468
1248 79+
oooo
0>9 o
1248 35679+
oooo
9>4 o
12489 3560+
ooooo",056392,7.0,娛樂,2025-08-11 00:00:00,1,,,HAO,Sin,黑羊,尼克,洋蔥,布冬,轆,愛鯊客,池,菜,三藍活,oox,oooo,oooo,ooooo,,紅,藍,藍,藍,,"HAO, SIN, 黑羊, 尼克, 洋蔥, 布冬, 轆, 愛鯊客, 池, 菜",4,1,紅藍藍藍,0>9,9>4,,刺,派,忠,忠,忠,娜,刺,478,N,N,Y
1947,"169
267
369
247
257
oox
3679
1790
4580
2690
3690
ooxx
0>4 o
1589 59-
2348 8-
1358 5-
2348 16790+8-
ooox",912064,,娛樂,2025-08-11 00:00:00,2,,,轆,洋蔥,愛鯊客,Sin,菜,布冬,黑羊,HAO,池,尼克,三紅,oox,ooxx,ooox,,,紅,紅,紅,,,"轆, 洋蔥, 愛鯊客, SIN, 菜, 布冬, 黑羊, HAO, 池, 尼克",4,1,紅紅紅,0>4,,,奧,梅,,娜,梅,忠,奧,169,N,N,N
1948,"480 13+
278
147 3+
148 3+
458 6-
oox
3670
2470
2480
2569 6-
2780 4-
ooox
0>4 x
1269 9-
2569
1780 3+18-
3457 168+
xxxx",374581,,娛樂,2025-08-11 00:00:00,3,,,菜,Sin,池,HAO,黑羊,轆,尼克,洋蔥,愛鯊客,JOY,三紅,oox,ooox,xxxx,,,紅,紅,紅,,,"菜, SIN, 池, HAO, 黑羊, 轆, 尼克, 洋蔥, 愛鯊客, JOY",5,0,紅紅紅,0>4,,,忠,德,,梅,德,奧,忠,480,N,Y,Y
1949,"167
279
346
140
157
oox
1690
4780 1+
3458
4690 3+
4580
ooox
0>4 x
1269 26-
2589
2389 9-
1369 47+36-
1450
oxxx",170563,,娛樂,2025-08-11 00:00:00,4,,,轆,池,愛鯊客,黑羊,HAO,洋蔥,菜,Sin,尼克,JOY,三紅,oox,ooox,oxxx,,,紅,紅,紅,,,"轆, 池, 愛鯊客, 黑羊, HAO, 洋蔥, 菜, SIN, 尼克, JOY",5,0,紅紅紅,0>4,,,德,忠,,刺,忠,奧,德,167,N,N,N
1950,"145
270
367
149
145
ooo
2670 7-
1458 7+1-
1458 7+
1458 9+
1450
oooo
0>4 o
1450 236789+
oooo",362794,4.0,線瓦,2025-08-12 00:00:00,1,,,轆,JOY,黃某人,菜,黑羊,尼克,HAO,Sin,小向,池,三藍死,ooo,oooo,oooo,,,藍,藍,藍,,,"轆, JOY, 黃某人, 菜, 黑羊, 尼克, HAO, SIN, 小向, 池",4,2,藍藍藍,0>4,,,忠,梅,,忠,梅,忠,忠,145,Y,N,N
1951,"178
468 2+
360
246
568
oox
2360
1378
2480
1489 1-
2680
ooox
0>6 x
1237 23-
2380 3-
2348 6+4-
1348 6790+1-
ooox",740516,,線瓦,2025-08-12 00:00:00,2,,,池,黃某人,JOY,尼克,菜,Sin,黑羊,黃某人,轆,HAO,三紅,oox,ooox,ooox,,,紅,紅,紅,,,"池, 黃某人, JOY, 尼克, 菜, SIN, 黑羊, 黃某人, 轆, HAO",4,2,紅紅紅,0>6,,,德,梅,,派,娜,奧,德,178,N,N,N
1952,"169
235
379
479 3+
459
ooo
4569
4579 3+
4589 5-
4567 9+
5690
ooox
0>6 o
1579
2479
3459
2579 48+
oooo
6>7 o
24579 1360+
ooooo",310874,4.0,線瓦,2025-08-12 00:00:00,3,,,黃某人,JOY,菜,池,尼克,黑羊,Sin,小向,HAO,轆,三藍死,ooo,ooox,oooo,ooooo,,藍,紅,藍,藍,,"黃某人, JOY, 菜, 池, 尼克, 黑羊, SIN, 小向, HAO, 轆",4,2,藍紅藍藍,0>6,6>7,,德,忠,派,娜,梅,忠,德,169,N,N,N
1953,"178
238
369
148
158
oxx
2369
2790 8+
2789 2-
2369 18+
ooxx
0>2 o
2470 1568+
oooo
2>4 o
24570 168+0-
oooox
4>1 o
12470 568+
ooooo",568924,2.0,線瓦,2025-08-12 00:00:00,4,,,HAO,JOY,愛鯊客,菜,轆,小向,黑羊,池,Sin,尼克,三藍活,oxx,ooxx,oooo,oooox,ooooo,紅,紅,藍,藍,藍,"HAO, JOY, 愛鯊客, 菜, 轆, 小向, 黑羊, 池, SIN, 尼克",4,1,紅紅藍藍藍,0>2,2>4,4>1,忠,派,梅,忠,梅,刺,忠,178,N,N,N
1954,"167
269
379 6+
147
457
ooo
4570 6+
1457 9+
4578 2+
5678 39+5678-
4570
ooox
0>4 x
1578
1578 2+
3578 57-
4578 7-
1578
oooo
4>1 o
15678 349+
ooooo",932084,4.0,線瓦,2025-08-12 00:00:00,5,,,尼克,轆,HAO,JOY,黑羊,池,愛鯊客,Sin,菜,小向,三藍死,ooo,ooox,oooo,ooooo,,藍,紅,藍,藍,,"尼克, 轆, HAO, JOY, 黑羊, 池, 愛鯊客, SIN, 菜, 小向",4,1,藍紅藍藍,0>4,4>1,,奧,梅,忠,忠,梅,忠,奧,167,N,N,N
1955,"158
257
134
134 1-
158
oox
1367
3478
3489
1390
1360
ooox
0>3 o
1234
2348 38-1+
3478
1348 2570+
ooxx",598137,,線瓦,2025-08-13 00:00:00,1,,,池,JOY,尼克,Sin,黑羊,亞可,轆,HAO,愛鯊客,菜,三紅,oox,ooox,ooxx,,,紅,紅,紅,,,"池, JOY, 尼克, SIN, 黑羊, 亞可, 轆, HAO, 愛鯊客, 菜",4,0,紅紅紅,0>3,,,忠,派,,奧,忠,刺,忠,158,Y,N,N
1956,"136
238
360
470
156
oox
1360
3670
3890
2890 2-
1360
oooo
0>3 o
1360 25789+
oooo
3>6 o
12360
ooooo",958427,7.0,線瓦,2025-08-13 00:00:00,2,,,JOY,HAO,池,愛鯊客,轆,亞可,尼克,菜,Sin,黑羊,三藍死,oox,oooo,oooo,ooooo,,紅,藍,藍,藍,,"JOY, HAO, 池, 愛鯊客, 轆, 亞可, 尼克, 菜, SIN, 黑羊",4,0,紅藍藍藍,0>3,3>6,,忠,忠,忠,忠,奧,娜,忠,136,N,N,N
1957,"147
269 8+
370
467
357
oox
2680
4790
2680
2689 4+
2680
ooox
0>5 o
1568 568-
2568 56-
3468 8-
2689 347+
ooox",476309,,線瓦,2025-08-13 00:00:00,3,,,愛鯊客,Sin,HAO,菜,黑羊,池,轆,尼克,亞可,JOY,三紅,oox,ooox,ooox,,,紅,紅,紅,,,"愛鯊客, SIN, HAO, 菜, 黑羊, 池, 轆, 尼克, 亞可, JOY",4,0,紅紅紅,0>5,,,派,忠,,忠,刺,忠,派,147,N,N,N
1958,"160
279
349
148
579
ooo
2679
2579
1480
5790
5790
ooxx
0>9 o
1468 2+
1468 2+
1346
1478 269+
oooo
9>7 o
14578 8-20+
oooxx
7>2 o
12468 28-0+
23678 6-
23678 0+
ooooo",415037,7.0,線瓦,2025-08-13 00:00:00,4,,[2025/8/14 update]湖女,HAO,池,亞可,菜,愛鯊客,尼克,Sin,轆,黑羊,JOY,三藍死,ooo,ooxx,oooo,oooxx,ooooo,藍,紅,藍,紅,藍,"HAO, 池, 亞可, 菜, 愛鯊客, 尼克, SIN, 轆, 黑羊, JOY",4,0,藍紅藍紅藍,0>9,9>7,7>2,奧,忠,梅,娜,刺,德,奧,160,N,Y,N
1959,"178
249
367 67-
246
569
ooo
5689
4579
1248
1569
5690 3-
ooox
0>4 x
1689
1689 20+6-
1689 30+9-
4569
5689
oooo
4>6 o
15689 2470+
oooox",170296,5.0,線瓦,2025-08-13 00:00:00,5,,,Sin,JOY,亞可,愛鯊客,池,HAO,菜,尼克,黑羊,轆,三藍活,ooo,ooox,oooo,oooox,,藍,紅,藍,藍,,"SIN, JOY, 亞可, 愛鯊客, 池, HAO, 菜, 尼克, 黑羊, 轆",4,0,藍紅藍藍,0>4,4>6,,德,忠,梅,刺,忠,忠,德,178,N,N,N
1960,"136
279
189 3+
348
259
oox
1267 1-
1790
3489 5+
1390
1390
ooox
0>1 x
1379
1679 2+
5403 126789+
xxxx",540367,,線瓦,2025-08-15 00:00:00,1,,,小向,黑羊,HAO,豬羊,菜,亞可,ED,黃某人,Liang,愛鯊客,三紅,oox,ooox,xxxx,,,紅,紅,紅,,,"小向, 黑羊, HAO, 豬羊, 菜, 亞可, ED, 黃某人, LIANG, 愛鯊客",3,3,紅紅紅,0>1,,,德,忠,,忠,娜,刺,德,136,N,N,N
1961,"135
260
346
467
569
oox
1360
2470
2890
2890
2360
ooox
0>3 x
1467
2467
1367 67-
2467 130+
ooxx",146358,,線瓦,2025-08-15 00:00:00,2,,,HAO,尼克,菜,黑羊,豬羊,小向,ED,黃某人,Liang,亞可,三紅,oox,ooox,ooxx,,,紅,紅,紅,,,"HAO, 尼克, 菜, 黑羊, 豬羊, 小向, ED, 黃某人, LIANG, 亞可",3,3,紅紅紅,0>3,,,忠,奧,,刺,娜,派,忠,135,Y,N,N
1962,"128
289
347
467 3+
258
ooo
2568
3670
1259 8+
2589 1+
2580
ooox
0>8 o
1348
2569
3457
3457
3457
ooox
8>7 o
26789 78-
24679 6-
25789 13460+
ooxxx",085974,,線瓦,2025-08-15 00:00:00,3,,,Liang,豬羊,菜,黑羊,小向,亞可,尼克,ED,黃某人,HAO,三紅,ooo,ooox,ooox,ooxxx,,藍,紅,紅,紅,,"LIANG, 豬羊, 菜, 黑羊, 小向, 亞可, 尼克, ED, 黃某人, HAO",3,3,藍紅紅紅,0>8,8>7,,刺,娜,派,忠,梅,德,刺,128,N,N,N
1963,"167
237
279 3+
460
150
ooo
1560
1570
1580
1469 1-
1580
oooo
0>8 o
1580 234679+
oooo",326480,0.0,線瓦,2025-08-15 00:00:00,4,,,菜,豬羊,尼克,Liang,HAO,Sin,亞可,轆,黑羊,小向,三藍死,ooo,oooo,oooo,,,藍,藍,藍,,,"菜, 豬羊, 尼克, LIANG, HAO, SIN, 亞可, 轆, 黑羊, 小向",3,2,藍藍藍,0>8,,,梅,派,,忠,奧,忠,梅,167,N,N,N
1964,"168 5+
260
380
247
570
ooo
5670
5780
5780
5790
4570
ooox
0>7 O
1780
2370
2370
2470
1578
oooo
7>8 o
12678 178- 5+
12578 349+
OOOOX
",623095,7.0,面瓦,2024-11-17 00:00:00,1,,,Dean,ED,尼克,Sin,C5,JOY,池,Ray,海月,Vash,三藍活,ooo,ooox,oooo,oooox,,藍,紅,藍,藍,,"DEAN, ED, 尼克, SIN, C5, JOY, 池, RAY, 海月, VASH",6,1,藍紅藍藍,0>7,7>8,,奧,忠,忠,忠,忠,梅,奧,168,N,N,N
1965,"189
256
369
156 4+
258
OOO
2568
2568 8- 7+
2780
1590
2580
OOOO
0>8 O
2580
OOOO
",936417,7.0,面瓦,2024-11-17 00:00:00,2,,,海月,Vash,Dean,ED,尼克,Sin,C5,JOY,池,Ray,三藍死,ooo,oooo,oooo,,,藍,藍,藍,,,"海月, VASH, DEAN, ED, 尼克, SIN, C5, JOY, 池, RAY",6,1,藍藍藍,0>8,,,忠,忠,,派,奧,忠,忠,189,N,N,N
1966,"157
238
378
249
258
OOX
4569
3780
1378
1456 1- 9+
1380
OOOO
0>1	O
1380
1>3 O
12380 469+
OOOOX
",269431,8.0,面瓦,2024-11-17 00:00:00,3,,,海月,Vash,Dean,ED,尼克,Sin,C5,JOY,池,Ray,三藍活,oox,oooo,oooox,,,紅,藍,紅,,,"海月, VASH, DEAN, ED, 尼克, SIN, C5, JOY, 池, RAY",6,1,紅藍紅,0>1	o,1>3,,忠,忠,派,梅,奧,忠,忠,157,Y,N,N
1967,"158
269
135
345
156
OXX
2690 9-
2479
2890 5+
2790
2790
OOOX
0>3 O
1390 3-
2389 3-
2389 10+
OOOX
",180527,,面瓦,2024-11-17 00:00:00,4,,,Dean,皮皮,尼克,Sin,C5,JOY,池,Ray,海月,Vash,三紅,oxx,ooox,ooox,,,紅,紅,紅,,,"DEAN, 皮皮, 尼克, SIN, C5, JOY, 池, RAY, 海月, VASH",5,1,紅紅紅,0>3,,,德,忠,,刺,忠,奧,德,158,Y,N,N
1968,"159
289
358
457
159
OOX
2690 9-
6789 8-
4590 9- 8+
3479 8+
3490
OOOO
0>3 O
3490 12568+
OOOOO
3>4 O
23490
OOOOX
",612890,4.0,面瓦,2024-11-17 00:00:00,5,,,Sin,海月,池,皮皮,JOY,Dean,Ray,ED,Vash,尼克,三藍活,oox,oooo,ooooo,oooox,,紅,藍,藍,藍,,"SIN, 海月, 池, 皮皮, JOY, DEAN, RAY, ED, VASH, 尼克",6,1,紅藍藍藍,0>3,3>4,,梅,忠,忠,娜,忠,忠,梅,159,Y,N,N
1969,"148
238
236
456
456
Oox
2678 7-
2470
1268
2490
2490
Ooox
0>4 o
1480 0-
2348
3480
3480 0- 9+
2450
ooox
",672830,,面瓦,2024-11-17 00:00:00,6,,,Vash,尼克,Sin,海月,池,皮皮,JOY,Dean,Ray,ED,三紅,oox,ooox,ooox,,,紅,紅,紅,,,"VASH, 尼克, SIN, 海月, 池, 皮皮, JOY, DEAN, RAY, ED",6,1,紅紅紅,0>4,,,梅,忠,,忠,忠,忠,梅,148,N,N,N
